indexk,qx,qy,g2EPW,g2W90,g2W90long,g2W90tran,susRe,susIm,d2EPW,d2W90,d2W90long,d2W90tran
11809,-0.2137,0.8447,5.534569337322916e7,59822.158553980174,28353.99211871643,31468.16643526415,-23430.874722888966,16478.7184068744,-1.0936046151765011e8,-126681.68614678555,-59861.68700920791,-66819.99913757895
11810,-0.1973,0.8541,5.991477340239988e7,61236.86740036202,27645.774645209305,33591.092755153026,-23449.43899107469,15994.078602780775,-1.233546474121539e8,-127679.92339849287,-58684.17388677502,-68995.7495117189
11811,-0.1808,0.8636,6.46875215930028e7,62636.19439703525,26965.658579156785,35670.53581787916,-23581.18416897664,15725.73760838429,-1.408985990294841e8,-129958.21262497414,-58092.815614434774,-71865.39701054007
11812,-0.1644,0.8731,6.964769837988782e7,63997.840426887895,26325.216592549517,37672.6238343382,-23770.988114288084,15930.28119217277,-1.6300935650645348e8,-132916.09250098997,-57287.59878540872,-75628.4937155825
11813,-0.1479,0.8826,7.477647232212894e7,65300.426018524864,25726.103937012096,39574.322081512546,-24041.168893164748,17473.290172898844,-1.9024177391979823e8,-136879.2827402096,-56437.19696231639,-80442.08577789328
11814,-0.1315,0.8921,8.003623641801898e7,66523.58999399559,25174.69813342586,41348.89186056972,-24401.557422842143,21020.89192471666,-2.2082530966077554e8,-142069.90888748466,-55961.52066347795,-86108.38822400675
11815,-0.1151,0.9016,8.535156273293024e7,67647.99718319057,24670.361167578263,42977.636015612225,-24698.43306849532,24494.526029969893,-2.4857885767307952e8,-147176.5520144466,-55501.62512946646,-91674.9268849803
11816,-0.0986,0.9111,9.05905961131409e7,68655.3308873187,24211.32479977973,44444.006087539274,-24825.719650565716,24498.18002947226,-2.662462425729219e8,-151080.16239366322,-55183.767366267886,-95896.39502739428
11817,-0.0822,0.9206,9.555319494899122e7,69528.33669693847,23797.69868894162,45730.63800799645,-24803.843291428333,22570.122406215774,-2.726128310905628e8,-153585.99865371065,-55176.486298900454,-98409.51235481004
11818,-0.0658,0.9301,9.99751450441623e7,70250.96416873384,23424.65842899263,46826.30573974136,-24684.70134391788,21369.4266978865,-2.7090119660355e8,-154946.26292984752,-55353.49584648661,-99592.76708335993
11819,-0.0493,0.9396,1.0355715078016815e8,70808.62538326542,23087.00310053464,47721.62228273097,-24505.497973344696,21436.44860809684,-2.635251592981857e8,-155335.7268460393,-55651.27522109906,-99684.45162494066
11820,-0.0329,0.949,1.0601900959488687e8,71188.55638887273,22780.35964323888,48408.196745633344,-24329.348308562705,21714.40515352426,-2.5500742445192418e8,-155200.24954377383,-55802.04052244171,-99398.2090213319
11821,-0.0164,0.9585,1.0716438542177433e8,71380.23365956947,22497.46303476759,48882.77062480197,-24168.525663476466,21667.68009041801,-2.4822542866646874e8,-154466.651310189,-55175.14429521365,-99291.50701497603
11822,0,0.968,1.0692983587689322e8,71375.77090491401,22231.919650083604,49143.851254830144,-23791.945515683357,21086.910224551244,-2.432201542363744e8,-149055.15053758954,-49645.01599583637,-99410.13454175316
11823,0.0164,0.9775,1.0539584335302886e8,71170.2122387595,21976.083016392713,49194.12922236662,-23785.991958138704,19800.974740770343,-2.402846978185462e8,-149054.75857776884,-49320.88059710553,-99733.87798066271
11824,0.0329,0.987,1.0275755059991656e8,70761.6522858378,21722.71861935641,49038.933666481294,-23602.58789476421,18377.55405560047,-2.3978071708707294e8,-145037.6387110566,-44762.31462769555,-100275.32408336083
11825,0.0493,0.9965,9.927287659625454e7,70151.15061674992,21463.97950010212,48687.171116647456,-23494.894359470138,17014.780071492696,-2.4255346326210487e8,-141433.650141614,-40432.438655662845,-101001.21148595166
11826,0.0658,1.006,9.52109750866178e7,69342.4564320213,21193.227944077513,48149.22848794355,-23449.906554762656,16886.47987960464,-2.471376393582214e8,-138255.82838707394,-36882.65407321471,-101373.17431385975
11827,0.0822,1.0155,9.081545587494029e7,68341.60454934176,20902.901104900768,47438.70344444052,-23405.549361856236,18306.10052109596,-2.5030276697188956e8,-134869.48200368715,-34204.35582516507,-100665.12617852227
11828,0.0986,1.025,8.628520294264682e7,67156.47241510106,20587.26835466826,46569.2040604332,-23323.477822522054,20826.380102874806,-2.499637766078248e8,-130917.2434721285,-32301.818012912296,-98615.4254592175
11829,0.1151,1.0345,8.176876875465779e7,65796.39398973825,20241.665482053093,45554.72850768516,-23118.578731580306,21795.724464874012,-2.413920550114377e8,-125758.31802236637,-31036.442722596323,-94721.87529976993
11830,0.1315,1.044,7.736689818237881e7,64271.91133035544,19860.722959981245,44411.18837037425,-22371.83361742348,19431.30478694749,-2.068141583490992e8,-116609.57388887476,-30225.62841521075,-86383.94547366365
11831,0.1479,1.0534,7.313910805121312e7,62594.71457634855,19442.049162553896,43152.66541379483,-22283.527771311983,15600.27213676643,-1.9618833682619604e8,-112697.7134637681,-29936.426744690183,-82761.28671907698
11832,0.1644,1.0629,6.91120080695254e7,60777.78144330573,18984.38337448701,41793.3980688188,-21924.307892739253,13472.700217309892,-1.7077864216394156e8,-107016.67875846679,-29960.039179908803,-77056.63957855839
11833,0.1808,1.0724,6.528826961752932e7,58835.68329317662,18486.590831519734,40349.09246165675,-21618.761828756124,12806.43117720218,-1.4900447621746853e8,-102392.97223016969,-30304.781222489386,-72088.1910076805
11834,0.1973,1.0819,6.165570189543535e7,56784.98128894375,17951.376085736683,38833.60520320695,-21422.24623735623,12898.00111489464,-1.3134287683385256e8,-98880.36728414585,-30936.79937203484,-67943.56791211058
11835,0.2137,1.0914,5.819601209972827e7,54644.60178996213,17381.433144900962,37263.1686450609,-21311.68579044311,13284.377250180305,-1.1716547482997525e8,-96280.8129348606,-31809.093372489122,-64471.71956237166
11836,0.2301,1.1009,5.489270889677242e7,52436.06719286907,16783.01902800121,35653.0481648674,-21273.389906448738,14091.409905582495,-1.057254962588072e8,-94420.83199044225,-32857.78407832017,-61563.04791212166
11837,0.2466,1.1104,5.173739519204862e7,50183.47784381665,16164.293009175111,34019.184834641674,-21291.00207508679,15317.621092725674,-9.637712969804016e7,-93112.54781217208,-33982.2724373129,-59130.27537485916
11838,0.263,1.1199,4.873350781957888e7,47913.19425025741,15534.876730388243,32378.317519869324,-21343.852049524645,17013.892967341053,-8.860263033196078e7,-92116.54171964678,-35039.01657456933,-57077.52514507772
11839,0.2794,1.1294,4.589647913735788e7,45653.24360013589,14907.228786044898,30746.014814091028,-21405.820283631136,18729.94706974592,-8.199011785086136e7,-91135.9219321076,-35876.282159048256,-55259.63977305953
11840,0.2959,1.1389,4.3248603202606566e7,43432.54480420202,14295.191975931257,29137.352828270858,-21449.6606761008,20370.8597102802,-7.622211379766443e7,-89856.06188699107,-36377.896257206725,-53478.16562978434
11841,0.3123,1.1483,4.0790724170142494e7,41280.08389238132,13714.034671183952,27566.049221197365,-21436.734024959354,22085.643601625132,-7.10315687424011e7,-87850.39770576701,-36453.00821611998,-51397.38948964741
11842,0.3288,1.1578,2.534678408714693e7,39224.16177401032,13179.677656525722,26044.484117484477,-21284.03492418974,23552.429385077547,-4.358027178386817e7,-84165.53121729188,-35894.73830224303,-48270.792915048616
11843,0.3452,1.1673,51689.050560693904,37291.78525917277,12708.898795970474,24582.88646320227,-20896.705413823984,21585.189776522766,-87348.71502741825,-77609.38613463528,-34337.63242025164,-43271.75371438339
11844,0.3616,1.1768,10242.19662601499,35508.20721999253,12317.57615746155,23190.63106253077,-20346.744333531857,17176.313603222596,-16970.79265818656,-68926.51880508277,-31835.454843702548,-37091.063961379914
11845,0.3781,1.1863,3464.769906706246,33896.574698137054,12020.38138117148,21876.193316965546,-19832.513115513706,14954.189926405441,-5618.184642591386,-60549.97244546691,-29020.695865195765,-31529.276580271082
11846,0.3945,1.1958,1434.7646916928463,32477.63455972045,11832.07470381436,20645.55985590585,-19433.954401995117,15265.492545817817,-2267.4566768149148,-53712.48372956506,-26336.888241375706,-27375.595488189323
11847,0.4109,1.2053,687.8847187579779,31269.47105090693,11764.28146350927,19505.189587397643,-19114.320276031227,18204.278347063453,-1050.726819396045,-48432.623028594215,-23899.195943991956,-24533.427084602252
11848,0.4274,1.2148,402.74759944445975,30287.284553451664,11826.320302747845,18460.964250703837,-18874.004596629245,23666.451354976856,-595.2087981824192,-44471.66599453862,-21726.986988439956,-22744.679006098813
11849,0.4438,1.2243,305.76315569416107,29543.23859656975,12027.251898115837,17515.986698453817,-18699.189130879804,24044.56064181086,-440.05003627735874,-41639.3788771621,-19847.108402462392,-21792.27047469985
11850,0.4603,1.2338,286.67843964941943,29046.390090628956,12371.112426341417,16675.27766428763,-18607.44236547942,19908.337504649495,-407.65116516032236,-39813.10112536214,-18299.149820232655,-21513.951305129514
11851,0.4767,1.2433,298.729767460702,28802.685835809105,12862.438853745462,15940.246982063842,-18558.997519271532,17760.237992830444,-422.4217018181276,-38930.63602491482,-17153.210021865492,-21777.426003049146
11852,0.4931,1.2527,327.8446689445534,28814.98145568783,13501.01020140301,15313.971254284786,-18559.292490541444,17754.82265255022,-464.55253011895627,-38951.37348667015,-16485.93858206369,-22465.434904606238
11853,0.5096,1.2622,384.24249032101295,29083.038102395458,14285.280742984776,14797.757359410849,-18608.81771405121,19828.8600215746,-549.7237352356356,-39888.032773130966,-16405.481101647063,-23482.551671483874
11854,0.526,1.2717,505.71702783164824,29603.479737612088,15213.061480257451,14390.418257354691,-18702.47160317896,23519.804348934656,-734.0570010509861,-41805.19481394766,-17051.31404473508,-24753.880769212854
11855,0.5425,1.2812,775.3648244978394,30369.730861886557,16277.46346659872,14092.267395287765,-18872.496562721666,22862.010029166344,-1153.2204044880027,-44753.4094065515,-18551.09069479021,-26202.318711761105
11856,0.5589,1.2907,1373.8291507969575,31371.976525092865,17472.743386634444,13899.233138458454,-19101.29668877581,17881.93447489866,-2094.3940563301994,-48877.60266373549,-21096.419866942215,-27781.182796793262
11857,0.5753,1.3002,2742.900216462569,32597.181340316376,18789.15966052244,13808.0216797941,-19420.29296560576,15184.042079859895,-4288.652116249119,-54372.47208916978,-24916.593847258922,-29455.8782419107
11858,0.5918,1.3097,6212.68012348033,34029.18234106856,20215.4392916734,13813.743049395116,-19855.069815899114,14962.243963451207,-9954.86503586657,-61459.11011061932,-30269.7185071722,-31189.39160344688
11859,0.6082,1.3192,17444.022581023535,35648.85565636945,21740.68020942424,13908.175446945417,-20413.32300177698,17315.27968042521,-28595.245834866426,-70080.64894672643,-37187.35419631632,-32893.29475040977
11860,0.6246,1.3287,86643.35639061082,37434.36547051787,23350.5686330512,14083.796837466478,-20997.987641300537,21915.248544577116,-144946.86012970415,-78933.97511806957,-44595.42285393086,-34338.552264138365
11861,0.6411,1.3382,2.882301391579647e7,39361.527588873374,25029.689492753747,14331.83809611969,-21404.72104689326,23885.54901716,-4.9061105415755264e7,-85521.82096154556,-50284.15383707104,-35237.66712447457
11862,0.6575,1.3476,4.0469721877631314e7,41404.329172399775,26762.815638977223,14641.513533422869,-21562.785518114637,22140.104078028686,-6.977286900791375e7,-89108.49242748137,-53546.16808382026,-35562.32434366125
11863,0.674,1.3571,4.286148232053516e7,43535.61203219229,28532.616337689014,15002.99569450313,-21574.705761393467,20115.432166938408,-7.480038673438843e7,-90954.93844060949,-55521.682181091324,-35433.256259518006
11864,0.6904,1.3666,4.541422994382512e7,45727.84977190223,30322.255970458315,15405.593801443974,-21530.30454553387,18327.73595482333,-8.03593681610756e7,-92067.69588024016,-57163.76974008556,-34903.92614015459
11865,0.7068,1.3761,4.814075741008209e7,47953.870142998516,32113.700339214207,15840.16980378453,-21472.802038665566,16676.185836026074,-8.674347508367357e7,-92894.71826152492,-58870.27206459529,-34024.44619692911
11866,0.7233,1.3856,5.102269222995212e7,50187.35428766843,33889.19953745988,16298.15475020844,-21431.97913439575,15292.637184208566,-9.427145893393072e7,-93755.73504144287,-60838.88396832257,-32916.851073120946
11867,0.7397,1.3951,5.404696975466357e7,52403.0233542353,35631.97511979132,16771.048234444024,-21425.826394802072,14751.875804429495,-1.0333432377420983e8,-94941.40573282378,-63191.66349034159,-31749.742242482513
11868,0.7561,1.4046,5.7211749751046695e7,54576.57994876438,37324.92227960078,17251.65766916332,-21434.90295501431,14212.514681052298,-1.144065228581478e8,-96639.81445492507,-65962.42028872001,-30677.394166204944
11869,0.7726,1.4141,6.052664316520278e7,56684.62472681828,38951.59887457146,17733.025852246465,-21478.427122134504,13134.139728554059,-1.2811396488787656e8,-99017.49474580836,-69204.44887862077,-29813.04586718715
11870,0.789,1.4236,6.400946841211994e7,58704.814585018365,40496.440248619576,18208.374336398916,-21631.132198668958,12824.08703244836,-1.452013357010114e8,-102322.62160113265,-73099.27027844333,-29223.35132268958
11871,0.8055,1.4331,6.76804774097329e7,60616.41141940821,41944.24735496719,18672.16406444049,-21881.018830215602,13468.116505345773,-1.6622290380802253e8,-106681.25356996039,-77736.69016652094,-28944.563403439563
11872,0.8219,1.4426,7.155483009701604e7,62401.12644566826,43281.02659886331,19120.099846804835,-22269.231221030994,15595.52229174323,-1.908032341157516e8,-112276.35416761474,-83262.25802589624,-29014.096141718655
11873,0.8383,1.452,7.563392785983633e7,64043.92094439544,44493.85603193755,19550.06491245802,-22315.441515628423,19424.997104176007,-2.0064562491561392e8,-115899.17597586325,-86431.6260109068,-29467.54996495545
11874,0.8548,1.4615,7.989606452590197e7,65533.33131395211,45571.274170063065,19962.05714388931,-23007.902427392874,21780.74834246175,-2.3403531871698382e8,-124663.950242646,-94267.46080153258,-30396.48944111432
11875,0.8712,1.471,8.4286790348183e7,66861.03022132881,46503.210637335986,20357.819583992816,-23177.345507583537,20779.29894695617,-2.4160544234805733e8,-129439.75724575589,-97584.59678038475,-31855.16046537159
11876,0.8877,1.4805,8.870961346383396e7,68020.67448963187,47280.90707977995,20739.767409852386,-23221.35634972014,18158.487771512806,-2.4093127805121654e8,-132952.71544257432,-98996.07068059292,-33956.644761981945
11877,0.9041,1.49,9.301835108551592e7,69006.46246404506,47896.66668017097,21109.79578387402,-23243.79306463987,16454.101830823805,-2.3765776347252968e8,-136044.10447737577,-99226.16862852432,-36817.93584885139
11878,-0.9041,0.465,9.640121301075615e7,69669.83134561045,21280.26657034263,48389.56477526804,-22986.047903979288,15233.722082490101,-2.3201689579964063e8,-134051.65427405882,-34958.54753463929,-99093.10673942
11879,-0.8877,0.4745,9.955493665311557e7,70255.51920701184,21500.753557927437,48754.76564908443,-23033.782882192198,14863.8699371977,-2.3064135271900785e8,-136382.76096789708,-37551.686316175124,-98831.0746517211
11880,-0.8712,0.484,1.0185088982405551e8,70651.42581209162,21714.976419577306,48936.449392514725,-23176.428847898424,15131.930330223528,-2.313306162750513e8,-139657.9011577948,-41096.488569409405,-98561.41258838588
11881,-0.8548,0.4935,1.0306874391927569e8,70852.13854708307,21926.565365076956,48925.57318200655,-23302.15464059579,16361.182095574406,-2.3357425169654176e8,-141938.8673475442,-43601.89172230557,-98336.9756252384
11882,-0.8383,0.503,1.0306264758107011e8,70853.92216131114,22138.78486242418,48715.13729888711,-23675.73575513381,18550.63627352748,-2.3716811543425983e8,-147754.70012017773,-49570.264064357514,-98184.43605582055
11883,-0.8219,0.5125,1.0179903911550055e8,70656.40943582237,22355.832834579036,48300.576601243214,-23936.30969052761,20773.17462138984,-2.4181795695086414e8,-150724.2050237117,-52631.222312003025,-98092.98271170966
11884,-0.8055,0.522,9.93696686700231e7,70263.78571836093,22583.564380948173,47680.221337412935,-24198.318877220074,21643.207418069098,-2.474390080836188e8,-152935.23889293743,-54923.23306644353,-98012.00582649358
11885,-0.789,0.5315,9.597143673033902e7,69685.05153496814,22829.689553594573,46855.36198137341,-24385.453555591957,22023.945128294647,-2.5303296812878245e8,-152974.40146068507,-55235.365031029265,-97739.0364296538
11886,-0.7726,0.541,9.186026884954955e7,68933.35745997848,23101.75234270072,45831.60511727801,-24551.97955902324,23054.83695120328,-2.5688452396588892e8,-152184.83855941307,-55204.42864562724,-96980.40991378548
11887,-0.7561,0.5504,8.729789196406731e7,68024.77249628132,23407.597137246394,44617.175359034925,-24611.890750155344,24808.121636083277,-2.53452867383912e8,-149654.12724533302,-54767.17467706878,-94886.95256826423
11888,-0.7397,0.5599,8.251008844212191e7,66977.00472394729,23754.149829860533,43222.85489408654,-24543.25866581594,24890.4513704247,-2.4019350024035907e8,-145781.9373689331,-54540.66484520398,-91241.272523729
11889,-0.7233,0.5694,7.766545719003151e7,65808.49684224425,24145.764155984933,41662.73268625985,-24257.577296865056,21732.769148439496,-2.1452213314426345e8,-140209.6077137693,-54400.39464322856,-85809.21307054078
11890,-0.7068,0.5789,7.28733921554019e7,64538.05673890812,24585.725276815756,39952.33146209295,-23937.257046587736,18342.37808976462,-1.8663901879400828e8,-134854.9369389031,-54487.85577368606,-80367.08116521682
11891,-0.6904,0.5884,6.81945842673138e7,63184.910003725374,25072.470019082946,38112.43998464244,-23614.338227819764,16454.997149908377,-1.6009073701677907e8,-130088.50920418864,-54627.49581277052,-75461.01339141725
11892,-0.674,0.5979,6.365701800669174e7,61768.90991616039,25604.98451151253,36163.92540464771,-23368.896311386572,15668.895940079183,-1.3870561801161993e8,-126427.02953289646,-54781.592529683105,-71645.4370032138
11893,-0.6575,0.6074,5.927255933124644e7,60310.65474407141,26180.761704484743,34129.8930395867,-23211.983560864726,15631.778243610363,-1.2143237769710211e8,-123840.1498253912,-55136.81920021703,-68703.33062517461
11894,-0.6411,0.6169,5.5051422848671846e7,58831.39101444622,26791.697960951005,32039.693053495095,-23118.063340551726,16016.726553916413,-1.0771617891294657e8,-121989.29409942598,-55496.49576614072,-66492.7983332848
11895,-0.6246,0.6264,5.101288486271622e7,57352.72600391316,27432.72449844746,29920.001505465738,-23056.606589517934,16326.814037852579,-9.655440306898445e7,-120544.77215420424,-55774.27522234663,-64770.49693185771
11896,-0.6082,0.6359,4.719033092420747e7,55896.25196317949,28091.599495360355,27804.652467819204,-23066.694325980578,16840.169945635836,-8.722391366934763e7,-119942.20188405618,-56349.32263623976,-63592.87924781725
11897,-0.5918,0.6454,4.362538188746706e7,54483.1769271609,28758.440774617287,25724.736152543395,-23078.185305474257,18163.022255631502,-7.910984236580068e7,-119461.05527093969,-56814.57890833128,-62646.47636260731
11898,-0.5753,0.6548,4.025821169201616e7,53133.99824027725,29420.801290205785,23713.196950071837,-23024.305235487333,20443.604730286766,-7.163144516933067e7,-118297.94524784143,-57053.00339955622,-61244.94184828474
11899,-0.5589,0.6643,324520.12335945526,51868.201866651274,30064.762302501025,21803.439564150452,-22796.971735589657,21477.041151926613,-565541.1015321405,-115016.31317824079,-57670.426332616626,-57345.88684562472
11900,-0.5425,0.6738,24915.236227001562,50703.95950707621,30676.292367417678,20027.667139658926,-22237.26923768657,17391.21452933054,-42416.46869154079,-107243.53382171704,-58027.718638551465,-49215.815183165796
11901,-0.526,0.6833,7340.304840528489,49657.82307637061,31242.408645995547,18415.41443037481,-21553.613241592197,13691.957124210705,-12165.006623963816,-97427.3526486976,-58080.3785585054,-39346.974090191594
11902,-0.5096,0.6928,3012.9685405776504,48744.4505861454,31746.96009640261,16997.490489742573,-21040.682995530165,13205.02648317487,-4856.324367348529,-89630.33657945716,-58687.869087380896,-30942.467492076266
11903,-0.4931,0.7023,1403.2200614290741,47976.407662212456,32179.53331866524,15796.87434354725,-20665.94894916237,14121.800104966742,-2199.9711441289382,-83607.40343358627,-58975.04692534314,-24632.356508243065
11904,-0.4767,0.7118,684.9365698163894,47364.06703843911,32527.17844116723,14836.888597271865,-20389.437362190693,15328.698019222356,-1048.9667125449103,-78962.33994404125,-58872.05350049973,-20090.286443541325
11905,-0.4603,0.7213,345.71376967528823,46915.59234828018,32781.9676193195,14133.624728960813,-20247.53029207706,15986.883707620325,-523.1556059385281,-76381.02215009327,-59383.52012906381,-16997.50202102962
11906,-0.4438,0.7308,204.87135906407534,46636.96886499733,32937.5526622744,13699.416202722627,-20157.391924824497,16365.835535313146,-309.81042425575924,-74669.66050663778,-59488.97879251943,-15180.68171411781
11907,-0.4274,0.7403,197.40105232435832,46532.04621885178,32989.25207285915,13542.794145992772,-19981.124864659007,16416.15369287779,-295.7401062835188,-72502.54915153557,-57933.466444451005,-14569.082707085494
11908,-0.4109,0.7497,315.3197574028841,46602.578169471904,32936.20868773999,13666.369481731841,-20188.14174606985,17092.5576905614,-473.41875455863294,-74587.40842011388,-59469.15855365025,-15118.249866463524
11909,-0.3945,0.7592,598.3454438525711,46848.260890419835,32780.07153506707,14068.189355352786,-20274.921366797924,17073.708429577255,-905.103884491002,-76155.5568956097,-59319.86751744575,-16835.689378163428
11910,-0.3781,0.7687,1158.0464024151438,47266.767641400285,32525.05842283394,14741.709218566737,-20369.953412866274,15571.372290799507,-1774.0037005705024,-78533.03569150313,-58750.22327679451,-19782.812414708696
11911,-0.3616,0.7782,2266.352253923436,47853.757552207906,32176.895909702773,15676.861642505059,-20602.52341258734,14133.8164847811,-3552.346395617294,-82914.98010693499,-58803.56111930182,-24111.41898763271
11912,-0.3452,0.7877,4660.892828307097,48602.820016638594,31746.25801058629,16856.562006052427,-20937.04040967862,13164.96020681373,-7511.35414925147,-88576.2065307667,-58473.33400297161,-30102.87252779455
11913,-0.3288,0.7972,10889.241475532788,49505.3264595792,31243.190274160133,18262.1361854186,-21407.673747493667,13522.574069242715,-18051.41600162894,-95920.16567813586,-57823.740978968155,-38096.42469916767
11914,-0.3123,0.8067,34962.45371401702,50550.20420151062,30678.367910005705,19871.83629150555,-22053.00493145084,16851.63232484382,-59562.03760807453,-105346.41112264957,-57726.89006599542,-47619.52105665445
11915,-0.2959,0.8162,372279.53503516415,51723.705390441944,30067.99910882206,21655.706281619878,-22598.192899445334,20816.928310978747,-649339.5405183738,-113065.91599616563,-57325.90923196868,-55740.00676419628
11916,-0.2794,0.8257,4.0604630522855334e7,53009.28533892193,29422.600869039892,23586.68446988212,-22835.245787327454,20086.714543000377,-7.228761636631717e7,-116591.11363905646,-56669.45238199092,-59921.66125706571
11917,-0.263,0.8352,4.421451790118305e7,54387.70154477741,28759.454430817455,25628.247113960162,-22904.694083570168,18018.344386124063,-8.017781093212694e7,-118049.69701854164,-56398.18935491319,-61651.50766362819
11918,-0.2466,0.8447,4.79332652355344e7,55837.39143593919,28090.129685179778,27747.261750759633,-22905.315149210637,16782.378414932526,-8.853312262774326e7,-118780.87628110545,-55902.24877905051,-62878.62750205547
11919,-0.2301,0.8541,5.1914396742566355e7,57335.10395349227,27425.586681966135,29909.517271526547,-22902.562216394188,16299.894173986786,-9.811333613665718e7,-119587.18864182435,-55296.11955438217,-64291.069087441545
11920,-0.2137,0.8636,5.611681095114938e7,58856.68254471185,26779.676997081096,32077.00554763115,-22966.99885846552,15992.833782739584,-1.0955602334848803e8,-121202.89158255988,-54987.99257836203,-66214.89900419736
11921,-0.1973,0.8731,6.0503867422581084e7,60377.857182985375,26160.46846011722,34217.38872286842,-23060.12037620432,15559.570514047047,-1.236124729533389e8,-123203.4582333169,-54595.780779410015,-68607.67745390593
11922,-0.1808,0.8826,6.5053000734716e7,61874.91283682733,25573.78370825351,36301.129128573535,-23214.269998588086,15429.455284830407,-1.4132920302360898e8,-125928.10950083604,-54209.47288646731,-71718.63661436937
11923,-0.1644,0.8921,6.975116629916982e7,63325.15182531364,25028.80005576579,38296.351769548055,-23463.068062047823,15946.47296968741,-1.6333905627989447e8,-129743.02086245488,-54041.907835850594,-75701.11302660318
11924,-0.1479,0.9016,7.458394641685498e7,64707.133530479536,24525.781955900668,40181.35157457942,-23811.573736293238,17885.49409830597,-1.9079325845125744e8,-134738.41584034733,-53932.313421875246,-80806.10241847184
11925,-0.1315,0.9111,7.95206373209311e7,66000.73251948439,24069.548108527622,41931.184410956885,-24186.884911632133,21743.31749305116,-2.1983869056506547e8,-140443.65446324612,-53925.156230520355,-86518.4982327248
11926,-0.1151,0.9206,8.44972072520951e7,67187.09077005784,23658.419089097977,43528.67168095957,-24544.61006331666,25205.41877913174,-2.468208862918609e8,-146465.83561950256,-54152.04457441211,-92313.79104509042
11927,-0.0986,0.9301,8.9400149556088e7,68248.54930844103,23289.80714294816,44958.74216549228,-24690.748905049266,25242.080270650178,-2.6142006017192322e8,-150852.28765232395,-54437.74489364769,-96414.54275867736
11928,-0.0822,0.9396,9.405646255051795e7,69168.6347630024,22962.972929012965,46205.661833990234,-24698.420514546764,23594.72763079595,-2.6619907088738418e8,-153920.24209524778,-54904.12059142113,-99016.12150382723
11929,-0.0658,0.949,9.823690890742925e7,69932.15377585535,22672.74518049802,47259.40859535733,-24568.52495321498,22813.81027103881,-2.6269195167890927e8,-155075.540006623,-54947.09262239954,-100128.44738422339
11930,-0.0493,0.9585,1.0167885992276661e8,70525.41727270395,22413.548739082664,48111.86853362159,-24361.184843848034,22949.050524522943,-2.547621722041832e8,-154849.70266370714,-54645.498793124134,-100204.20387058315
11931,-0.0329,0.968,1.0412899017929251e8,70936.58005541605,22180.78988741606,48755.790168,-24062.313321924656,22353.018523660892,-2.4634523672543088e8,-152243.87657900943,-52369.119858761325,-99874.75672024844
11932,-0.0164,0.9775,1.0539573997949487e8,71156.0446155725,21967.256021788035,49188.78859378486,-23783.681749671247,19802.480608367903,-2.4026775232996523e8,-149062.8665334291,-49327.172419451024,-99735.69411397782
11933,0,0.987,1.0539292203622498e8,71176.85003942072,21766.50956026663,49410.34047915377,-23406.643603447326,17558.798879742088,-2.3628950028662348e8,-143190.46298570302,-43379.17726681422,-99811.28571888813
11934,0.0164,0.9965,1.0415704772697054e8,70994.95793581018,21571.051858657076,49423.90607715338,-23289.460118786454,16958.660627738907,-2.3446095276313084e8,-140980.32403438163,-40892.09456092416,-100088.22947345593
11935,0.0329,1.006,1.0183302538909487e8,70609.36363092101,21373.802921078513,49235.56070984217,-23169.814112346045,16493.03397978198,-2.3512461525684035e8,-137935.99229029834,-37364.763044328145,-100571.22924596994
11936,0.0493,1.0155,9.863733486257105e7,70022.0001148299,21167.200486561207,48854.79962826862,-23163.917770301985,15944.851069596467,-2.39108106179694e8,-136036.57090756233,-34788.64531121814,-101247.925596343
11937,0.0658,1.025,9.481464136761321e7,69237.45303435705,20944.839434491056,48292.61359986628,-23213.63888498499,16447.577826655095,-2.4472321668109542e8,-134455.11867326527,-32916.15841793263,-101538.96025533133
11938,0.0822,1.0345,9.06009888471852e7,68262.55150399206,20699.623768333488,47562.92773565796,-23260.008304692215,18098.06126489421,-2.4910581868901005e8,-132544.7050611391,-31745.046704985096,-100799.65835615336
11939,0.0986,1.044,8.619945909531151e7,67105.92806953643,20426.214476505585,46679.71359303166,-22750.129835651776,20749.53551966654,-2.3159050779078427e8,-125740.06014802333,-31094.871995905836,-94645.18815211764
11940,0.1151,1.0534,8.176817555300885e7,65777.64564051638,20120.42122963173,45657.22441088446,-23115.418299459383,21796.912678665532,-2.413749872503473e8,-125753.81507706299,-31010.207184693478,-94743.60789236931
11941,0.1315,1.0629,7.7417772832789e7,64288.971348769934,19777.581376344984,44511.3899724248,-22781.544440251113,19344.300907953908,-2.2095304470197678e8,-120183.88482781625,-31272.366632431847,-88911.51819538318
11942,0.1479,1.0724,7.321516165502745e7,62652.34387350496,19395.923395779027,43256.42047772618,-22398.889269214724,15594.212899577742,-1.9597471518353564e8,-114665.37672772986,-31915.849414862503,-82749.52731286785
11943,0.1644,1.0819,6.919108206157246e7,60881.53832205361,18975.091836012616,41906.446486041335,-22065.84588449641,13505.106050994897,-1.7003207509951574e8,-109832.76031348275,-32828.00118977926,-77004.75912370304
11944,0.1808,1.0914,6.534970206226569e7,58991.98716877115,18515.13740547907,40476.849763292186,-21851.687703165033,13090.188754573488,-1.4853340848351654e8,-106360.70747620813,-34116.53440708956,-72244.17306911829
