indexk,kx,ky,g2EPW,g2W90,susRe,susIm,d2EPW,d2W90
5301,0.4603,0.1139,1.7928289762432527e7,80425.83392131241,-43826.46647990327,37001.70320038898,-4.7478463636369094e7,-281186.9021919669
5302,0.4767,0.1234,1.9468292340750683e7,77065.48985473913,-58472.605014785535,296787.9671574329,-8.131792327129129e7,-378426.85736425134
5303,0.4931,0.1329,2.1006038070262033e7,72626.69744254097,-42167.75604489283,99412.91087884751,-8.44281951399621e7,-274488.4772477993
5304,0.5096,0.1424,2.2405048139382437e7,67323.72672323594,-28873.050450349365,7721.225614690387,-7.033331906265388e7,-178869.9987008995
5305,0.526,0.1518,2.3509832521469876e7,61457.56565371393,-23128.46658328334,612.114500221121,-6.240810519992908e7,-132494.40946443996
5306,0.5425,0.1613,2.4178501013016585e7,55404.67455900688,-19935.464859955646,59.559177554783645,-5.7041859091226354e7,-104256.91748350323
5307,0.5589,0.1708,2.433915800094612e7,49589.9928251015,-17879.290664939785,7.463892844317124,-5.260797840911782e7,-84887.05451378078
5308,0.5753,0.1803,2.4049516920495383e7,44444.75402209684,-16452.313547235735,1.2148372622858323,-4.866440219478719e7,-71080.20655487162
5309,0.5918,0.1898,2.3521961994876523e7,40354.83731088422,-15442.812199305787,0.2648518812650803,-4.5250227478504606e7,-61454.14017666176
5310,0.6082,0.1993,2.3082112538120933e7,37609.75478770649,-14736.557045887399,0.07914995959006979,-4.261114778385141e7,-55244.38260757226
5311,0.6246,0.2088,2.3060956708171148e7,36364.00713190235,-14250.897195621632,0.031929560038738355,-4.1093574268101454e7,-51886.80443483513
5312,0.6411,0.2183,2.3661660790007226e7,36620.354945893756,-13951.565600873108,0.017657184196883738,-4.0972577479181856e7,-51010.71562532809
5313,0.6575,0.2278,2.4864855948166113e7,38238.969744375274,-13810.677374082741,0.013282924573256926,-4.224285174930397e7,-52252.49117618995
5314,0.674,0.2373,2.6422687013232704e7,40969.35199148569,-13806.81311982765,0.013283520143639583,-4.458192853368162e7,-55258.50571628656
5315,0.6904,0.2468,2.794792636467941e7,44495.934919434294,-13932.138429103295,0.0173905209990874,-4.7466237299462296e7,-59726.56735393165
5316,0.7068,0.2562,2.905639201640895e7,48485.57969191627,-14178.89257560177,0.028908509267650474,-5.0296603612359226e7,-65369.127503727235
5317,0.7233,0.2657,2.949750394527228e7,52626.45108622001,-14552.907314957934,0.06010959249018996,-5.258064988007383e7,-71986.23166612229
5318,0.7397,0.2752,2.9220676970533542e7,56652.16421071675,-15057.307758745003,0.15160942582491596,-5.404687026709867e7,-79393.97180746916
5319,0.7561,0.2847,2.8362566468849596e7,60350.65605748309,-15697.319054644937,0.4445014089394394,-5.4706997154611856e7,-87441.54646774504
5320,0.7726,0.2942,2.717723571292959e7,63561.868847279206,-16499.940210743014,1.4662658627629273,-5.479010314607141e7,-96182.12430847458
5321,0.789,0.3037,2.5948381513058495e7,66170.63651131732,-17500.902225967733,5.365366268401997,-5.468212286224152e7,-105754.95003288118
5322,0.8055,0.3132,2.4916610629886698e7,68100.80032313503,-18717.764053651834,20.76267262582029,-5.481643922113055e7,-116126.40127608083
5323,0.8219,0.3227,2.423667189617758e7,69314.15273222463,-20193.968206974045,82.27404267835722,-5.582575581918454e7,-127404.05553232317
5324,0.8383,0.3322,2.396389497734734e7,69814.46394484027,-21985.194388185744,320.8139359801927,-5.8404337935142726e7,-139760.19837825422
5325,0.8548,0.3417,2.4062841138915244e7,69653.8429378987,-24168.00602396547,1184.939783793935,-6.329927467132245e7,-153477.08439623707
5326,0.8712,0.3511,2.4431757298664268e7,68936.98608604258,-26855.82229341245,4006.30745504577,-7.134945649083059e7,-169039.18948716682
5327,0.8877,0.3606,2.493734154192673e7,67818.95867762307,-30169.225417980964,11976.01921207593,-8.330228385038061e7,-186939.9521128258
5328,0.9041,0.3701,2.545222711228033e7,66493.87813549968,-34080.865557989775,30139.39358922315,-9.911594046006621e7,-206797.14196447495
5329,-0.9041,-0.6548,2.2516863605774734e7,68265.94641926065,-28229.089164752895,6580.215554159366,-7.388460023519821e7,-176180.93713452888
5330,-0.8877,-0.6454,2.282119256149765e7,67029.19157262308,-30361.23439914618,12629.991389846547,-8.382340520782232e7,-186248.77094372333
5331,-0.8712,-0.6359,2.301030413234824e7,66089.56473265713,-32146.543327037885,19794.218459886302,-9.243319202962212e7,-194438.05327114457
5332,-0.8548,-0.6264,2.309646369914634e7,65592.50171306406,-33140.95495563993,24734.632772579214,-9.73648688644993e7,-198876.51258592992
5333,-0.8383,-0.6169,2.3094888014433883e7,65612.22403872065,-33142.598296889184,24727.82259776271,-9.735769723809083e7,-198887.52819616534
5334,-0.8219,-0.6074,2.300721320237144e7,66141.4816033486,-32152.45361269865,19802.93728575582,-9.24193375032875e7,-194479.83859744194
5335,-0.8055,-0.5979,2.2821320450275887e7,67093.71794868016,-30369.951104690677,12630.668543887765,-8.3820881072086e7,-186312.50047440696
5336,-0.789,-0.5884,2.252740533644664e7,68316.95131315969,-28241.174517059277,6587.1464532820955,-7.39142647326285e7,-176274.42352477513
5337,-0.7726,-0.5789,2.2140608597216558e7,69616.30372159832,-26023.78861718707,2830.0680753426836,-6.442301954131482e7,-165303.31543642792
5338,-0.7561,-0.5694,2.1716785627490744e7,70780.5586000954,-23951.685126541597,1035.7103614601056,-5.6689642741045065e7,-154422.46804264223
5339,-0.7397,-0.5599,2.1351844198515907e7,71607.74864570682,-22080.611240921342,327.35684513189335,-5.109050410899913e7,-143785.95632132466
5340,-0.7233,-0.5504,2.1163439369484056e7,71925.62559085163,-20423.823986456155,93.21781399298666,-4.750708928904873e7,-133444.1046323149
5341,-0.7068,-0.541,2.126113105018512e7,71604.71462335758,-18985.099351648692,24.98527178321748,-4.5622310108187094e7,-123465.93497717801
5342,-0.6904,-0.5315,2.1713559060156118e7,70563.97895095355,-17752.053793108975,6.549040791816606,-4.50194494020485e7,-113870.87728893613
5343,-0.674,-0.522,2.251950118594728e7,68771.22153752264,-16694.749063968193,1.7171936370468055,-4.518750465828024e7,-104594.60460557466
5344,-0.6575,-0.5125,2.3588083008007754e7,66241.5707127792,-15809.036053785094,0.47522453969645884,-4.5668703175084405e7,-95749.92174873351
5345,-0.6411,-0.503,2.4735126879576072e7,63037.287772918266,-15069.27408585895,0.1420448475949773,-4.601728750600872e7,-87315.91584677398
5346,-0.6246,-0.4935,2.570565588375158e7,59270.6563852528,-14464.613917051864,0.04765159901611295,-4.588038649325674e7,-79371.1205419951
5347,-0.6082,-0.484,2.6230163356581528e7,55109.25591343552,-13990.738883275711,0.01878889070130012,-4.5048596234999724e7,-72041.02124097309
5348,-0.5918,-0.4745,2.6109077559448987e7,50780.27319415078,-13631.365146791237,0.008842352483923017,-4.339719283928678e7,-65409.465375733205
5349,-0.5753,-0.465,2.5299186903332848e7,46568.72952208246,-13390.053122471676,0.005201265468588661,-4.106446197036801e7,-59694.87632469106
5350,-0.5589,-0.4555,2.396088127958281e7,42804.49196633432,-13260.553388593638,0.0038833012228956464,-3.842612970908639e7,-55096.43535410246
5351,-0.5425,-0.4461,2.24309628989968e7,39835.21973240984,-13249.312599630344,0.0037949103079103056,-3.6022198176427476e7,-51895.44944764686
5352,-0.526,-0.4366,2.1116647932194773e7,37986.57260944495,-13365.974989762784,0.004967649955061122,-3.440367834304306e7,-50392.73048225819
5353,-0.5096,-0.4271,2.0348361141526826e7,37515.81392086775,-13625.532334344758,0.008845414151596294,-3.399510349631914e7,-50902.33318694502
5354,-0.4931,-0.4176,2.0256454133065913e7,38568.54795895007,-14051.099184996958,0.021591051856118416,-3.494407085186423e7,-53750.02100428777
5355,-0.4767,-0.4081,2.072992919984317e7,41149.1078217756,-14678.30439704343,0.07225048500681644,-3.713293064198199e7,-59286.971515820944
5356,-0.4603,-0.3986,2.1474636457645904e7,45112.41639757659,-15563.05812149544,0.3289410737782813,-4.02540158453232e7,-67938.21156510003
5357,-0.4438,-0.3891,2.213776679421998e7,50179.747327159304,-16808.006021105288,2.037904938299636,-4.401345095497238e7,-80367.67055268772
5358,-0.4274,-0.3796,2.243549307858862e7,55974.61913445137,-18567.080197005707,16.542182085843965,-4.8215920934470005e7,-97597.42027466172
5359,-0.4109,-0.3701,2.222803059368824e7,62070.29973543419,-21192.115701895378,174.64028882103327,-5.30500139160632e7,-121928.3853426872
5360,-0.3945,-0.3606,2.1522915473662153e7,68038.57341159407,-25533.43479830455,2266.1973278600026,-5.936611175150382e7,-159112.86127206765
5361,-0.3781,-0.3511,2.042701129911277e7,73490.86616082436,-34722.27212423102,33785.20158188017,-7.020265720361972e7,-229996.81629205937
5362,-0.3616,-0.3417,1.908639120999907e7,78106.50094707351,-54878.561436111166,282668.77444861754,-8.294768974624911e7,-368762.2262963401
5363,-0.3452,-0.3322,1.7644395376778834e7,81647.18885999573,-50113.471113351145,98836.2020459852,-5.568445915678064e7,-330503.53095301497
5364,-0.3288,-0.3227,1.6224608765254803e7,83960.30358286899,-35527.54493933876,5326.288864594688,-3.603748032721147e7,-234612.80868437522
5365,-0.3123,-0.3132,1.4926758367295474e7,84975.13692358098,-27901.632838508558,236.36564195170223,-2.7510327162226304e7,-184552.62209161837
5366,-0.2959,-0.3037,1.3820887363747198e7,84696.0836135953,-23279.954645699916,10.488073295883417,-2.231167726035069e7,-152517.64126811613
5367,-0.2794,-0.2942,1.2935685321430607e7,83195.11153607622,-20112.767385132363,0.48348340497941905,-1.851427598562199e7,-128766.21315779393
5368,-0.263,-0.2847,1.2248867932971772e7,80603.85349411126,-17801.88493881128,0.024070133312348717,-1.5502270694447072e7,-109866.6040740674
5369,-0.2466,-0.2752,1.1691013520049833e7,77104.14109741965,-16044.29978851593,0.001324308661533964,-1.301906118400341e7,-94211.44457533114
5370,-0.2301,-0.2657,1.116755430184289e7,72915.40422041218,-14677.468762193466,0.00008368304928707758,-1.09673218627435e7,-81016.59382813906
5371,-0.2137,-0.2562,1.0592442291764913e7,68278.21423940908,-13588.77518834766,6.120657566006609e-6,-9.298607105954232e6,-69762.85826716169
5372,-0.1973,-0.2468,9.919139066509617e6,63434.85790722529,-12711.735227607145,5.301771444188908e-7,-7.99338864531563e6,-60168.93342427371
5373,-0.1808,-0.2373,9.154777351661814e6,58609.43211692331,-11996.673392480554,5.4818407761789446e-8,-7.015537598786638e6,-52017.85194077793
5374,-0.1644,-0.2278,8.3513532375079235e6,53990.74357830392,-11409.447966587359,6.81696493893259e-9,-6.318084218061486e6,-45146.34772361502
5375,-0.1479,-0.2183,7.579221067220269e6,49720.92484677118,-10925.768618423064,1.0275962671827446e-9,-5.841534626132247e6,-39412.8427195028
5376,-0.1315,-0.2088,6.89677241160835e6,45891.30811641306,-10526.370382580659,1.8774699861962852e-10,-5.516988203036164e6,-34678.43201965071
5377,-0.1151,-0.1993,6.331093300071488e6,42545.32729712611,-10195.42863914215,4.126856694828612e-11,-5.2798564136762675e6,-30806.598130863946
5378,-0.0986,-0.1898,5.876980574398537e6,39686.728907588884,-9919.33471720019,1.0753454230647459e-11,-5.075330911690298e6,-27665.708234116417
5379,-0.0822,-0.1803,5.510577890718247e6,37290.6051866219,-9691.032386718114,3.3568753457297006e-12,-4.865272954899049e6,-25146.74041350452
5380,-0.0658,-0.1708,5.20636078049713e6,35314.80163307723,-9497.268784636468,1.2425200020450159e-12,-4.628713346629559e6,-23131.062212318848
5381,-0.0493,-0.1613,4.94706526898182e6,33709.857817527176,-9329.540149452623,5.324145354098545e-13,-4.37274631777376e6,-21516.63107699572
5382,-0.0329,-0.1518,4.723873542385164e6,32426.494899156296,-9193.171793662712,2.584119200313772e-13,-4.130075454567767e6,-20245.357277243238
5383,-0.0164,-0.1424,4.531980397526834e6,31420.438271139512,-9087.937097377817,1.432242344882259e-13,-3.9162890218382324e6,-19268.032631794664
5384,0,-0.1329,4.368328575166436e6,30654.92649911389,-9010.139523170064,9.084311839196764e-14,-3.7373164215403073e6,-18539.61531760762
5385,0.0164,-0.1234,4.233476092068635e6,30101.539568436627,-8956.814205931345,6.53377515283291e-14,-3.597565127242284e6,-18025.593204339482
5386,0.0329,-0.1139,4.133790280880924e6,29740.026432642,-8925.457390756093,5.252075776527812e-14,-3.504469623632e6,-17699.52501044399
5387,0.0493,-0.1044,4.079352750196883e6,29557.700159442677,-8918.677099505685,4.752913372125626e-14,-3.4641978808725057e6,-17550.067554233014
5388,0.0658,-0.0949,4.0776373052236266e6,29548.7921254243,-8930.832756351972,4.725387383675747e-14,-3.47460117987496e6,-17554.315110197487
5389,0.0822,-0.0854,4.128046093307535e6,29713.99414755916,-8951.999228222578,5.191016367283689e-14,-3.5284036170863598e6,-17700.55187617301
5390,0.0986,-0.0759,4.222330349340188e6,30060.307370612434,-8986.944881364727,6.455995578760737e-14,-3.626122890189163e6,-18011.920999217775
5391,0.1151,-0.0664,4.350668929210315e6,30601.24385159944,-9039.21381051218,8.975525374797778e-14,-3.765787077291916e6,-18507.511085597787
5392,0.1315,-0.0569,4.508039121005818e6,31357.34182195545,-9113.185033777372,1.4125161064728474e-13,-3.941736907199316e6,-19215.676278767878
5393,0.1479,-0.0475,4.695733507949052e6,32356.807289450997,-9211.47233174195,2.5341807077011177e-13,-4.1486547330522784e6,-20170.952205628942
5394,0.1644,-0.038,4.918198811343809e6,33635.883087299146,-9335.655687959892,5.181731830803978e-13,-4.376414900958376e6,-21416.431486084315
5395,0.1808,-0.0285,5.180239972637297e6,35238.319196614946,-9489.175165787852,1.2170096068860365e-12,-4.610729587680206e6,-23011.38323417398
5396,0.1973,-0.019,5.488847507658444e6,37213.172682464836,-9677.803083111183,3.333568619452252e-12,-4.835863090186673e6,-25034.016161830503
5397,0.2137,-0.0095,5.858000894354049e6,39610.20475963474,-9907.025679251652,1.073311628858723e-11,-5.0441580155147035e6,-27575.060972885814
5398,0.2301,0,6.30969939841641e6,42472.44906781078,-10185.53839340159,4.1242533111076714e-11,-5.248875931064283e6,-30745.58403131329
5399,0.2466,0.0095,6.8657650221788455e6,45826.12811498525,-10519.241725070564,1.87715148901813e-10,-5.484567639597885e6,-34655.41511842417
5400,0.263,0.019,7.532424370029526e6,49668.935331065884,-10921.573492040208,1.0276263984045042e-9,-5.805112955128303e6,-39439.019453787594
5401,0.2794,0.0285,8.287253134782608e6,53958.594696027474,-11408.438939327374,6.81826741391232e-9,-6.275593909106279e6,-45236.23336372703
5402,0.2959,0.038,9.079170217101336e6,58604.24672232789,-11999.287698401513,5.4832927455716006e-8,-6.96636836142684e6,-52189.47470427817
5403,0.3123,0.0475,9.845260610385705e6,63463.25630108682,-12718.563791013461,5.304038529948539e-7,-7.938373529373497e6,-60443.608890566924
5404,0.3288,0.0569,1.0537851312947026e7,68345.22840621095,-13600.807913685141,6.12363422361437e-6,-9.242477758451892e6,-70166.6635835839
5405,0.3452,0.0664,1.1148378869787846e7,73023.49728856728,-14696.176704928266,0.0000837374216428129,-1.0914738495855028e7,-81582.28818638221
5406,0.3616,0.0759,1.1715453884612942e7,77252.52428887067,-16071.967820960932,0.001325622098569312,-1.2973141331094215e7,-94983.00190260961
5407,0.3781,0.0854,1.231246765576703e7,80788.2292699758,-17841.445928874142,0.024139436183284187,-1.546474994846972e7,-110899.01862243576
5408,0.3945,0.0949,1.302046568943351e7,83407.88403155598,-20162.276374031713,0.48836082256254937,-1.8486321899490304e7,-130045.10996132156
5409,0.4109,0.1044,1.3899082094161965e7,84926.99280075867,-23325.404458575467,10.622767698216329,-2.22861985253647e7,-153820.1934131228
5410,0.4274,0.1139,1.496810477901448e7,85212.20375561043,-27941.688303110805,238.60521082345258,-2.747390339508789e7,-185807.32123499038
5411,0.4438,0.1234,1.6204689026304401e7,84190.9479274576,-35573.55676581794,5366.974894786521,-3.6019892684431426e7,-235941.60135157075
5412,0.4603,0.1329,1.7551018584703077e7,81859.37233521289,-50206.29942312577,99504.96158503571,-5.5864257680219844e7,-332443.4374966501
5413,0.4767,0.1424,1.8921737948659476e7,78289.76409738926,-55086.87760401821,284364.09762743814,-8.344261372541553e7,-372130.81254808744
5414,0.4931,0.1518,2.020496888318621e7,73637.1450040003,-34896.24250176657,33915.5512540634,-7.028297659370528e7,-232664.7367461091
5415,0.5096,0.1613,2.1262976626395322e7,68142.70748876991,-25644.908897317502,2258.4454623505408,-5.911699985237987e7,-160802.1273738065
5416,0.526,0.1708,2.1948427143537868e7,62130.174900506376,-21253.035981727797,173.5528860675193,-5.2615399338159546e7,-122840.18244637104
5417,0.5425,0.1803,2.2148268106914476e7,55990.944474713746,-18603.637961333126,16.491218514675165,-4.768166518840499e7,-98074.47456586623
5418,0.5589,0.1898,2.1847280508883033e7,50155.54120905101,-16832.829917132214,2.0349856023066195,-4.342259580331621e7,-80590.14481084216
5419,0.5753,0.1993,2.1179235939801637e7,45052.35427768799,-15580.262822427241,0.3286769909470874,-3.962572651331303e7,-67984.70556589623
5420,0.5918,0.2088,2.042516066515911e7,41058.92539213748,-14689.485176426448,0.07220935028260965,-3.6462636122443035e7,-59203.71169028507
5421,0.6082,0.2183,1.9937942386074528e7,38454.68322637498,-14056.940866255927,0.021579428439362922,-3.421697943163429e7,-53570.4328479444
5422,0.6246,0.2278,2.0013299334351297e7,37385.371350088615,-13626.350010011767,0.00884020995785439,-3.3219072721049093e7,-50652.90083319972
5423,0.6411,0.2373,2.0764056130116973e7,37847.56680101629,-13361.953185218936,0.004964456081263249,-3.358418911646813e7,-50095.3042716993
5424,0.6575,0.2468,2.2061621987208046e7,39696.91937621397,-13240.475400071356,0.003792491816440146,-3.51661339211296e7,-51568.94762578006
5425,0.674,0.2562,2.357769221646178e7,42677.60400580314,-13246.82204523049,0.0038811975946624975,-3.755691670660067e7,-54757.53838280098
5426,0.6904,0.2657,2.4907898954593327e7,46465.15727836572,-13371.058356070876,0.00519980371520667,-4.020085125967056e7,-59357.29041541588
5427,0.7068,0.2752,2.5718611195487116e7,50712.256127192806,-13606.279103129118,0.008845490468756632,-4.255747997192244e7,-65081.23965879335
5428,0.7233,0.2847,2.5851748534140147e7,55087.837439921546,-13957.583868401302,0.01882183060390712,-4.4250248717626914e7,-71715.4777849791
5429,0.7397,0.2942,2.535075370698017e7,59303.6128262962,-14419.037286554965,0.0478392803726522,-4.5125932062368065e7,-79007.50079544335
5430,0.7561,0.3037,2.4413021269136384e7,63126.86943410642,-15005.422320252497,0.14243389527799727,-4.529870623683589e7,-86834.36527536281
5431,0.7726,0.3132,2.3304376551659644e7,66382.61788408803,-15730.68645478065,0.47347299703576456,-4.498182726379591e7,-95155.43498884286
5432,0.789,0.3227,2.227621666155077e7,68950.3425827128,-16610.119256873335,1.7060930836286528,-4.4535167174834475e7,-103964.78014904939
5433,0.8055,0.3322,2.1510501990616612e7,70760.4333295368,-17664.39600169237,6.50148566549226,-4.4402464356995575e7,-113239.41496129952
5434,0.8219,0.3417,2.1097391577213865e7,71793.32229858688,-18895.64538404005,24.792396930325847,-4.505373539166139e7,-122841.85266667238
5435,0.8383,0.3511,2.1037968077174634e7,72081.45242747373,-20335.29529336894,92.33860212219543,-4.7010737718923286e7,-132842.24205363507
5436,0.8548,0.3606,2.12628509577788e7,71711.62873348508,-22001.479540602057,323.50506579461177,-5.070935745305285e7,-143254.9033448204
5437,0.8712,0.3701,2.1660636871612888e7,70823.96291319055,-23899.51879303425,1024.1071573439644,-5.647161955179301e7,-154065.7065602005
5438,0.8877,0.3796,2.21112433261961e7,69603.94126490293,-25999.5459381207,2819.73320037075,-6.4329378282655135e7,-165126.62841724372
5439,0.9041,0.3891,2.2516863605774734e7,68265.94641926065,-28229.089164752895,6580.215554159366,-7.388460023519821e7,-176180.93713452888
5440,-0.9041,-0.6359,1.935135160817823e7,67298.51947967293,-24331.591445769962,1281.123256164628,-5.557161168186649e7,-150047.6020217122
5441,-0.8877,-0.6264,1.9510620052398704e7,66163.10283894556,-25474.39533565342,2226.4713957492627,-6.10353867955438e7,-154795.85416731754
5442,-0.8712,-0.6169,1.958612477649502e7,65411.238330903354,-26267.282605982386,3141.7736693059173,-6.5015358694132924e7,-158006.13762012718
5443,-0.8548,-0.6074,1.960335610211587e7,65159.1382112216,-26532.66144040013,3498.2837062603326,-6.642343821775801e7,-159027.062110772
5444,-0.8383,-0.5979,1.957534613970035e7,65442.35709546,-26269.078798707247,3142.0520125181915,-6.501476910876198e7,-158025.58818212114
5445,-0.8219,-0.5884,1.9492865154449683e7,66211.58808198627,-25477.572739582276,2226.7510869947323,-6.104484915499542e7,-154832.4271125487
5446,-0.8055,-0.5789,1.933369939119375e7,67341.33906912833,-24336.533482441264,1281.6397641402134,-5.5603406278438486e7,-150106.9088540627
5447,-0.789,-0.5694,1.908529049768887e7,68649.28705867418,-22990.51336455074,604.1384303119347,-4.976770333081044e7,-144206.22171284808
5448,-0.7726,-0.5599,1.876734200991005e7,69922.02508658721,-21594.370638731325,240.8994839979082,-4.452540776283226e7,-137622.25505370955
5449,-0.7561,-0.5504,1.8441453407012373e7,70942.08125116816,-20233.34051685603,82.67807456492037,-4.040370653392333e7,-130543.72924491078
5450,-0.7397,-0.541,1.8202400909084063e7,71511.65749172859,-18970.248042585958,25.307493000798672,-3.7650298093497634e7,-123178.84701515906
5451,-0.7233,-0.5315,1.8154785348432515e7,71470.20177333921,-17805.9580262859,7.095018154391738,-3.6141001559085496e7,-115471.57736098196
5452,-0.7068,-0.522,1.8383582505145196e7,70705.12725989724,-16767.223826681642,1.9162303822510458,-3.567046589066503e7,-107618.03269410742
5453,-0.6904,-0.5125,1.8926056491076943e7,69157.00591470688,-15859.310302276344,0.517957239142948,-3.5922143782884926e7,-99734.87040459526
5454,-0.674,-0.503,1.974920319286359e7,66821.7826488339,-15074.963881147069,0.14443031586879831,-3.651877849362775e7,-91896.24031241053
5455,-0.6575,-0.4935,2.0736653824365806e7,63752.59079441984,-14409.868126679376,0.04316626142719507,-3.7122769301017545e7,-84218.48141342931
5456,-0.6411,-0.484,2.169298447461837e7,60062.578547162295,-13862.653675149228,0.014480438686959723,-3.740764815929986e7,-76850.18797955853
5457,-0.6246,-0.4745,2.237624281099298e7,55928.13330266262,-13421.282412119304,0.005579132651457051,-3.711089469778148e7,-69895.71145043061
5458,-0.6082,-0.465,2.2563196327082165e7,51589.72528042148,-13090.618319423258,0.0026054710596174124,-3.6123151921944566e7,-63574.3958313534
5459,-0.5918,-0.4555,2.2133966657765903e7,47346.16951266063,-12857.90557787121,0.001486178678335875,-3.4418711079822786e7,-58037.86886001907
5460,-0.5753,-0.4461,2.114210737351136e7,43538.2856517205,-12733.979665755394,0.0010926806004540278,-3.2265869330093235e7,-53576.62991285065
5461,-0.5589,-0.4366,1.9829067751432557e7,40520.04765882322,-12715.114250800514,0.0010434904951785993,-3.0073822607679337e7,-50425.48675708085
5462,-0.5425,-0.4271,1.8560010430646807e7,38619.04566957357,-12815.882033631182,0.0013451015375439167,-2.8360378511403546e7,-48899.29636727673
5463,-0.526,-0.4176,1.7696546159385655e7,38092.21921718692,-13042.784604445573,0.0023405148425645565,-2.7578206459085714e7,-49265.43476100176
5464,-0.5096,-0.4081,1.7459593331306186e7,39085.76438097211,-13421.54194171089,0.005625574941987705,-2.800570388032403e7,-51842.518375236185
5465,-0.4931,-0.3986,1.7846986547276802e7,41608.47406712054,-13978.47086063304,0.01853577921931402,-2.965319860913948e7,-56925.94016292283
5466,-0.4767,-0.3891,1.864506684514473e7,45525.09036111804,-14767.271220172664,0.08437363943456846,-3.2337759132404353e7,-64910.34809986549
5467,-0.4603,-0.3796,1.9524830380177643e7,50571.32647620442,-15858.862292402862,0.5185279235871787,-3.575336310506187e7,-76291.77403285593
5468,-0.4438,-0.3701,2.017094104738968e7,56386.81047875167,-17384.96053689788,4.237428203168937,-3.9658390064319015e7,-91939.80693898992
5469,-0.4274,-0.3606,2.0381431949573923e7,62558.23468105489,-19593.52099367538,45.02127045407303,-4.4033120093786165e7,-113538.42585278756
5470,-0.4109,-0.3511,2.01009382582581e7,68663.73027676482,-23030.30611726001,598.3008795229281,-4.934952242944769e7,-144889.2410485456
5471,-0.3945,-0.3417,1.9391433730107926e7,74310.94892181829,-29440.73310521062,9525.052205260397,-5.742911297862508e7,-198085.92815547745
5472,-0.3781,-0.3322,1.837439438999418e7,79164.62331888825,-45276.61303452725,139378.42708030352,-7.242518433624318e7,-315551.09475577425
5473,-0.3616,-0.3227,1.718126464768622e7,82962.96961943574,-56918.360166800754,231974.45469894548,-6.608229506396342e7,-389594.6658210293
5474,-0.3452,-0.3132,1.5929699987450851e7,85524.96359985096,-40031.83930640953,16978.738882489983,-4.034625573518649e7,-271435.24178730015
5475,-0.3288,-0.3037,1.4719609329842078e7,86751.60889409798,-30172.71985234,721.5401164741072,-2.949715369839397e7,-204607.9514672377
5476,-0.3123,-0.2942,1.3632226847243365e7,86623.87215686525,-24650.083364930622,29.89695520614124,-2.359090953167468e7,-165701.69132304954
5477,-0.2959,-0.2847,1.2721228698619245e7,85198.5686426541,-21020.903909340777,1.2761395548127605,-1.950247513002919e7,-138215.893590238
5478,-0.2794,-0.2752,1.199861179942864e7,82601.93713606913,-18434.406942504913,0.058376393046253305,-1.634718365536986e7,-116908.07491803195
5479,-0.263,-0.2657,1.1427398312919931e7,79019.6942267994,-16496.383165790867,0.0029286984243887455,-1.3773752718429541e7,-99536.8692214982
5480,-0.2466,-0.2562,1.093164368051998e7,74682.44820777283,-15003.92385486422,0.00016745150017738794,-1.1642884081852095e7,-85047.885662206
5481,-0.2301,-0.2468,1.0423936618642747e7,69846.44875995924,-13829.048504126122,0.00001116663822618258,-9.892572426504472e6,-72813.83828996983
5482,-0.2137,-0.2373,9.839265182383997e6,64771.3070612491,-12885.73110284642,8.752851561013538e-7,-8.489189537677648e6,-62432.05982681764
5483,-0.1973,-0.2278,9.159155439552449e6,59697.73329251864,-12122.372305295554,8.251264539153533e-8,-7.410226457743732e6,-53663.92068582272
5484,-0.1808,-0.2183,8.414358313521937e6,54828.87776327034,-11499.094327220222,9.428776730862601e-9,-6.616228967866019e6,-46304.84764218975
5485,-0.1644,-0.2088,7.665585495277932e6,50318.21650502256,-10984.280951830753,1.2958342414447346e-9,-6.050196116343971e6,-40171.00776684722
5486,-0.1479,-0.1993,6.973490081079052e6,46265.3500203773,-10560.611757192635,2.175459801148274e-10,-5.648609286633778e6,-35120.95644668174
5487,-0.1315,-0.1898,6.374318148531484e6,42719.21550886441,-10210.508768701678,4.4266159864738366e-11,-5.343468336331193e6,-31000.745233819336
5488,-0.1151,-0.1803,5.873046931259098e6,39686.72475948923,-9919.335172348396,1.075346462546821e-11,-5.076113551071315e6,-27665.70547005511
5489,-0.0986,-0.1708,5.45420869413234e6,37144.15506410968,-9680.168652353037,3.144795469726866e-12,-4.810275555007054e6,-24998.235151253793
5490,-0.0822,-0.1613,5.099783457462479e6,35048.77111994148,-9481.184116117287,1.0850168081157668e-12,-4.529873335204735e6,-22875.908069929832
5491,-0.0658,-0.1518,4.800994727050387e6,33348.87501134504,-9312.186797956685,4.405860738299357e-13,-4.241105351343249e6,-21194.606603488057
5492,-0.0493,-0.1424,4.557867585306841e6,31991.384104992827,-9165.7281262483,2.0546229225012596e-13,-3.9708172105897316e6,-19862.3928989455
5493,-0.0329,-0.1329,4.370868159078969e6,30926.836307998066,-9047.942830194143,1.0840903173450639e-13,-3.7547026507961834e6,-18826.262386568706
5494,-0.0164,-0.1234,4.234231064521595e6,30112.232169716266,-8959.528712810381,6.542312150971658e-14,-3.602252251909263e6,-18045.978984271966
5495,0,-0.1139,4.136978337768875e6,29512.35078121402,-8895.08912277359,4.44778996268531e-14,-3.502838672536676e6,-17479.689337642492
5496,0.0164,-0.1044,4.069378313025019e6,29100.161704001355,-8853.031139110104,3.402117832081528e-14,-3.4448316914273137e6,-17099.25230843042
