indexk,kx,ky,g2EPW,g2W90,susRe,susIm,d2EPW,d2W90
3150,-0.2301,-0.6454,4.2045186797353275e7,30419.121546537954,-17275.309228639657,3.797607351806317,-1.0082137827609375e8,-55077.649674970264
3151,-0.2137,-0.6359,3.900197423131363e7,30485.508329950302,-16804.655595383363,2.0682425418411245,-8.990070479037285e7,-53598.28953616893
3152,-0.1973,-0.6264,3.588544654627942e7,31294.696302836644,-16461.89869879024,1.2935758371597714,-8.00100412783268e7,-53527.053846445386
3153,-0.1808,-0.6169,3.277603239096691e7,33013.56842211031,-16252.091778210546,0.9583484599421248,-7.108253246842362e7,-55066.59531653642
3154,-0.1644,-0.6074,2.9763048484320432e7,35772.07449987424,-16163.855640890006,0.8408775594911635,-6.295055029659604e7,-58356.287175118174
3155,-0.1479,-0.5979,2.6931993894706912e7,39619.1003536921,-16219.299472213472,0.9082174638755613,-5.566693304630375e7,-63609.527009673206
3156,-0.1315,-0.5884,2.435158482208133e7,44487.28701510223,-16427.33403883413,1.216712412318167,-4.929055134941154e7,-70925.94804140962
3157,-0.1151,-0.5789,2.206371835638764e7,50179.788449025444,-16808.005586165385,2.037906060380763,-4.39005800034382e7,-80367.71090242735
3158,-0.0986,-0.5694,2.008103768124816e7,56386.856876683916,-17384.95892723119,4.237426467654757,-3.9508955154230736e7,-91939.85368584574
3159,-0.0822,-0.5599,1.839530401547624e7,62730.52740640553,-18211.41178671658,10.968851732179765,-3.6128532128446616e7,-105762.22852101743
3160,-0.0658,-0.5504,1.699424671666018e7,68825.44537058142,-19355.389082737853,34.44639606465068,-3.379387648390196e7,-122064.73633182015
3161,-0.0493,-0.541,1.5877622252783418e7,74338.05688309178,-20922.046445182972,126.13301610581897,-3.2632792913614307e7,-141400.72389193863
3162,-0.0329,-0.5315,1.5060768350634752e7,79027.876451133,-23027.321397967036,519.0663358135555,-3.2692025770901468e7,-164501.2154776029
3163,-0.0164,-0.522,1.4560236200482855e7,82762.49541437023,-25975.371459752863,2362.640603746327,-3.4283968273821674e7,-193452.52060172087
3164,0,-0.5125,1.4368707329755785e7,85508.12540587506,-30419.207159399313,11261.065156456758,-3.815858468130063e7,-232928.03612140295
3165,0.0164,-0.503,1.4436387165814864e7,87305.07211068657,-37755.836173510776,52491.261075572715,-4.558051700784579e7,-292542.8109054927
3166,0.0329,-0.4935,1.4674573289355442e7,88239.87703561407,-49260.26299483122,191120.75455595786,-5.677513370743866e7,-378407.3484215002
3167,0.0493,-0.484,1.4983260980726466e7,88423.21361052043,-58646.40697584453,324399.4663511225,-6.3699330715843104e7,-437846.11361879116
3168,0.0658,-0.4745,1.5287622258381592e7,87977.33278153888,-55258.51897637009,186062.78218089946,-5.719762065080252e7,-398493.422682842
3169,0.0822,-0.465,1.5560750473157808e7,87031.70361660777,-46745.95311908535,59138.53342813646,-4.737688133003285e7,-326867.40693182213
3170,0.0986,-0.4555,1.5818534522374766e7,85722.46282211223,-40079.23157860848,17106.982061288225,-4.051885004617902e7,-272737.4190972751
3171,0.1151,-0.4461,1.6091312366780335e7,84191.0384765601,-35573.558998127126,5366.977849811369,-3.605468119802804e7,-235941.88291856865
3172,0.1315,-0.4366,1.6392376009547371e7,82579.30196044043,-32465.026327465406,1895.0506154010295,-3.288605385300187e7,-210096.58911896762
3173,0.1479,-0.4271,1.670413181550756e7,81021.48336818864,-30303.092844425053,783.7018763830291,-3.0498450694777947e7,-191673.57764413604
3174,0.1644,-0.4176,1.6988575906946633e7,79635.29536563806,-28775.365042483532,380.4956594864574,-2.8618421783528633e7,-178387.05375280758
3175,0.1808,-0.4081,1.721079849166017e7,78515.24349247724,-27722.507112006744,218.73934853543028,-2.71869298431237e7,-169094.6277191517
3176,0.1973,-0.3986,1.735614504271299e7,77729.90870170832,-27068.567666094605,151.21634724544094,-2.6231556204197988e7,-163241.45833830535
3177,0.2137,-0.3891,1.7429026996894307e7,77322.94635281172,-26753.866539692808,125.73743026100115,-2.5781416452029265e7,-160406.68522151548
3178,0.2301,-0.3796,1.7437519757007048e7,77315.85476721234,-26751.835159308263,125.73521863612565,-2.5853336368053008e7,-160403.46688591328
3179,0.2466,-0.3701,1.737943234848251e7,77710.06259032509,-27062.252305491464,151.23330420586078,-2.6433714194624234e7,-163233.62210544382
3180,0.263,-0.3606,1.7243225966847844e7,78486.71298589253,-27725.084794888295,220.46035709072245,-2.7495043238737546e7,-169175.29253905997
3181,0.2794,-0.3511,1.7023283537725493e7,79604.18621253432,-28757.819262212048,380.5676191414989,-2.8940686907190356e7,-178389.00868788443
3182,0.2959,-0.3417,1.673545673628458e7,80995.05512973988,-30277.00864319083,783.8137500219611,-3.0781332916580755e7,-191692.70149930124
3183,0.3123,-0.3322,1.6417229034986025e7,82564.98048570524,-32426.279457827997,1895.3125562287933,-3.3056203916503035e7,-210136.4516503658
3184,0.3288,-0.3227,1.6109080613750013e7,84195.50744896154,-35514.311866219265,5366.187661070883,-3.603388358341383e7,-235991.3604287158
3185,0.3452,-0.3132,1.5830010743351258e7,85750.98966645704,-40017.3090622652,17212.34217510293,-4.025791746310156e7,-272989.17079277884
3186,0.3616,-0.3037,1.556712193540705e7,87087.77728808297,-46583.55723231891,58773.395670101,-4.668239579323557e7,-326691.2628559356
3187,0.3781,-0.2942,1.5290299338581884e7,88062.59398170983,-54989.65846731894,182646.0504322921,-5.597806486849187e7,-397885.77811497514
3188,0.3945,-0.2847,1.4984486783007098e7,88537.57272023031,-58302.64392041221,318982.9741630622,-6.214175698726496e7,-436863.04810771823
3189,0.4109,-0.2752,1.4677975506086597e7,88381.68994341345,-48930.76752517601,190034.4083330266,-5.5315090589047745e7,-377309.3091192652
3190,0.4274,-0.2657,1.4446526041944174e7,87471.2773255135,-37478.518201163715,52277.88369516465,-4.43834260367919e7,-291530.7917215559
3191,0.4438,-0.2562,1.438933209938357e7,85694.33065720605,-30194.917843531683,11210.184189700956,-3.720241644077463e7,-232177.59510923567
3192,0.4603,-0.2468,1.4591889432776416e7,82963.08225115448,-25799.067443706663,2347.433280413079,-3.3522943334992666e7,-193023.56930291012
3193,0.4767,-0.2373,1.5098889104775544e7,79236.22609911965,-22904.251189227653,513.1513805891211,-3.2116802157279346e7,-164465.8032447691
3194,0.4931,-0.2278,1.591206913501486e7,74546.96100820109,-20869.77451643459,123.72719542385633,-3.227793971835723e7,-141847.47951377707
3195,0.5096,-0.2183,1.7010433650066752e7,69027.68809966795,-19380.382245024513,33.997405982285,-3.362967192262914e7,-122959.92166709666
3196,0.526,-0.2088,1.8376459981654014e7,62919.54048081561,-18269.381913903217,10.895557627781267,-3.596375164671971e7,-106775.20628557382
3197,0.5425,-0.1993,2.0010837070768338e7,56557.3202933405,-17462.276786055863,4.261231071128413,-3.925971196235835e7,-92963.137973983
3198,0.5589,-0.1898,2.192864398531783e7,50328.074074526536,-16883.261541005064,2.0351243671353014,-4.3518874120714985e7,-81266.22874650061
3199,0.5753,-0.1803,2.41425914908947e7,44611.71526232258,-16509.84860267672,1.2245156071096073,-4.8809535972323425e7,-71739.75082920026
3200,0.5918,-0.1708,2.6645159284499623e7,39720.01546021112,-16302.6048308125,0.9139665175398088,-5.5081594483971596e7,-64310.66685731424
3201,0.6082,-0.1613,2.9398986426805303e7,35851.76372909962,-16247.74732009817,0.8461605941417919,-6.225119894850334e7,-58952.54085506778
3202,0.6246,-0.1518,3.2338091936303396e7,33076.026500570246,-16331.003607136221,0.956859499260976,-7.023693465746006e7,-55550.47060178271
3203,0.6411,-0.1424,3.537715888627336e7,31345.23068838074,-16546.476285084856,1.3014875604306453,-7.905776022470164e7,-53949.76676637255
3204,0.6575,-0.1329,3.842463383062459e7,30530.216191933992,-16889.258798465275,2.0806669131363997,-8.880071659292734e7,-53956.55593483372
3205,0.674,-0.1234,4.1396579025870375e7,30464.328087486596,-17359.626877578972,3.820657306156063,-9.953554809053156e7,-55388.02851966431
3206,0.6904,-0.1139,4.422992810273817e7,30983.930364986343,-17975.5789128934,7.996847213574725,-1.113585550226345e8,-58148.328082868546
3207,0.7068,-0.1044,4.689487952266269e7,31956.684257223977,-18757.397813538682,18.79128407439144,-1.2428770745652066e8,-62208.423126895956
3208,0.7233,-0.0949,4.940567917363138e7,33294.11645554577,-19735.554478903487,48.83520993244338,-1.3830804020216075e8,-67650.89755868138
3209,0.7397,-0.0854,5.182591293158039e7,34949.666468942436,-20984.884983416803,141.44372950915084,-1.53856649268184e8,-74794.95197067753
3210,0.7561,-0.0759,5.425938612072731e7,36906.720978340076,-22609.963375946194,451.11235501613345,-1.718931431062384e8,-84156.10704828448
3211,0.7726,-0.0664,5.681587388541011e7,39162.62159901928,-24854.597112676805,1592.07468464103,-1.943199855527675e8,-96945.34504237614
3212,0.789,-0.0569,5.9549840009317346e7,41713.99197627512,-28185.443513026887,6246.527542148994,-2.2439793101878315e8,-115470.12012540225
3213,0.8055,-0.0475,6.239092565079642e7,44546.383127353896,-33648.14998696235,26849.566299173155,-2.6826002185555217e8,-144487.0901756415
3214,0.8219,-0.038,6.51058098001977e7,47628.49539413752,-43275.28824763179,113528.6260481146,-3.331834685916162e8,-192487.34561502206
3215,0.8383,-0.0285,6.733163876007876e7,50909.55891767572,-55961.85647347336,298484.03494292015,-3.918542078193173e8,-251713.15342384024
3216,0.8548,-0.019,6.869003176180777e7,54318.29694061319,-55739.5803149784,205068.42692470277,-3.462295554863893e8,-250546.71931741014
3217,0.8712,-0.0095,6.89408163048573e7,57762.40843089499,-44502.443448652106,42688.58976402242,-2.5776112338367796e8,-203767.6693370157
3218,0.8877,0,6.810068481496899e7,61127.76095867767,-35653.503957473265,5738.40324266634,-2.017851514182304e8,-169335.95456302227
3219,0.9041,0.0095,6.6463753093039975e7,64276.655090737535,-29862.998864307665,665.9019267855667,-1.6824510920620495e8,-147767.7486750913
3220,-0.9041,-1.0155,6.612796674057184e7,64514.400409470836,-29957.69697326302,693.1671715018527,-1.6847757447414407e8,-148805.26767449957
3221,-0.8877,-1.006,6.417635228971501e7,67285.83162961961,-25895.224751905178,75.15232165355873,-1.462740482759867e8,-133482.0106304047
3222,-0.8712,-0.9965,6.246020047243623e7,69332.05088090671,-22861.39667874834,7.768528749935958,-1.3103116080737971e8,-121003.19981370229
3223,-0.8548,-0.987,6.1323754919047534e7,70425.18757220411,-20499.53919787802,0.785169909241565,-1.2068014696038929e8,-109866.3593999153
3224,-0.8383,-0.9775,6.094089440627285e7,70406.81078109726,-18617.169686636087,0.07991895048917352,-1.138864382331412e8,-99412.06330496975
3225,-0.8219,-0.968,6.128819692509605e7,69239.60276946858,-17103.67015288531,0.00858994374249669,-1.0969518226340957e8,-89455.57334430954
3226,-0.8055,-0.9585,6.214349554613229e7,67039.40763643745,-15878.17383587285,0.001012130353355732,-1.0719028298121282e8,-80017.65810820051
3227,-0.789,-0.949,6.312278513776989e7,64071.22398326377,-14887.997945615769,0.00013706236968452233,-1.054494104548088e8,-71298.1408004885
3228,-0.7726,-0.9396,6.3783952793614514e7,60705.730765577464,-14093.447136643927,0.000022371177092860375,-1.0364093410228331e8,-63544.89642016249
3229,-0.7561,-0.9301,6.379635731444784e7,57349.737770085456,-13472.07789478869,4.723976786246512e-6,-1.0133955656217858e8,-57027.80051608106
3230,-0.7397,-0.9206,6.311118024275866e7,54375.180943929285,-12995.809005107434,1.3090485409678656e-6,-9.849249268395871e7,-51864.104039854225
3231,-0.7233,-0.9111,6.202547127883695e7,52070.31141270897,-12665.583699001578,5.071769525761925e-7,-9.562773403497149e7,-48172.77382290695
3232,-0.7068,-0.9016,6.106717368214237e7,50623.94710532523,-12469.715708840311,2.823061567879694e-7,-9.348253989251868e7,-45964.78890846217
3233,-0.6904,-0.8921,6.073459106331484e7,50136.39174695696,-12405.342145529115,2.327979110318687e-7,-9.277604170479152e7,-45246.91851441785
3234,-0.674,-0.8826,6.1229853449626125e7,50638.61871774676,-12465.507363503737,2.821134727668586e-7,-9.374951459211163e7,-45995.74995412576
3235,-0.6575,-0.8731,6.234674687838652e7,52101.01564007031,-12656.434764620255,5.061737041175824e-7,-9.616604609002174e7,-48235.84527062778
3236,-0.6411,-0.8636,6.3583141753421806e7,54424.01780409121,-12979.884631736748,1.3038553337998576e-6,-9.931530689751771e7,-51961.35471942287
3237,-0.6246,-0.8541,6.440778032492333e7,57418.56319201612,-13448.191768369483,4.711572759556318e-6,-1.0246433033500293e8,-57163.32214476292
3238,-0.6082,-0.8447,6.452114310770912e7,60795.18601752345,-14067.318332992027,0.000022458761025081333,-1.0509530754130934e8,-63723.17170650093
3239,-0.5918,-0.8352,6.3970907801707745e7,64180.06979083149,-14866.2862106534,0.000137994005968823,-1.0725569979094881e8,-71518.62565613796
3240,-0.5753,-0.8257,6.308836622114366e7,67164.23417327787,-15863.99114204393,0.0010198268569701471,-1.093320819246113e8,-80277.88333306099
3241,-0.5589,-0.8162,6.231804822635937e7,69374.7995626079,-17098.871904902313,0.00865782806702778,-1.1214278490508719e8,-89747.77677387313
3242,-0.5425,-0.8067,6.2047187984004624e7,70544.64593367945,-18623.399702542945,0.08063902478382401,-1.1659745659692319e8,-99720.92996718099
3243,-0.526,-0.7972,6.250021950654949e7,70555.9853592879,-20518.185295952644,0.7918741414003199,-1.2360392004164921e8,-110164.09155877835
3244,-0.5096,-0.7877,6.370016258083496e7,69444.66534592309,-22896.20548156935,7.8329371540425745,-1.3423877469712916e8,-121279.26328189575
3245,-0.4931,-0.7782,6.546966871909112e7,67368.68991179265,-25950.8099186989,75.74601857714869,-1.498656328201303e8,-133725.19706635186
3246,-0.4767,-0.7687,6.745954112030025e7,64557.227336927615,-30040.1347327455,698.9860001369073,-1.7255904718819076e8,-148999.0899073407
3247,-0.4603,-0.7592,6.921652062765743e7,61259.40323466025,-35837.60076695878,5885.492571830893,-2.0659643801562077e8,-170145.76790478936
3248,-0.4438,-0.7497,7.02972862599174e7,57706.15126214595,-44708.713750086055,43163.542039067295,-2.6360288690792274e8,-203919.98494360357
3249,-0.4274,-0.7403,7.040071758336712e7,54088.96227439904,-56061.82155334992,205706.66532286978,-3.544111767946279e8,-250172.89781051414
3250,-0.4109,-0.7308,6.945997520179513e7,50552.44386023422,-56429.6079319674,304679.3128267135,-4.023505115078148e8,-251602.00620065065
3251,-0.3945,-0.7213,6.764417606758898e7,47195.56761540455,-43708.926862060805,118431.5504097911,-3.445396125332972e8,-192926.31517063512
3252,-0.3781,-0.7118,6.526673358516357e7,44077.74617518717,-33992.77680282278,28824.383985301454,-2.794955817104909e8,-145074.21261199712
3253,-0.3616,-0.7023,6.2649796723394535e7,41227.64375986444,-28467.375302492128,6915.46251671428,-2.3529570228427732e8,-115961.8863344471
3254,-0.3452,-0.6928,6.001382939822514e7,38653.385676706625,-25113.198227279237,1827.5980997087033,-2.050669857172916e8,-97312.38344386595
3255,-0.3288,-0.6833,5.743767298632707e7,36353.05356183734,-22864.70229402256,543.0837325404368,-1.8270324189482278e8,-84358.25290911592
3256,-0.3123,-0.6738,5.488908322921666e7,34324.94012904346,-21240.58644948306,180.85926878916877,-1.647876062605595e8,-74825.05498413714
3257,-0.2959,-0.6643,5.229107383776857e7,32577.902766584106,-20009.0404463111,67.05248578754055,-1.4939152774210805e8,-67581.02801452718
3258,-0.2794,-0.6548,4.958299989354637e7,31142.26894546646,-19067.998249204553,28.1131421233223,-1.3542061586433944e8,-62106.07878005799
3259,-0.263,-0.6454,4.6751792516236395e7,30080.396607016555,-18328.51849755184,13.127074465538257,-1.2220237010389191e8,-58042.433757000326
3260,-0.2466,-0.6359,4.383087100314045e7,29493.75946785787,-17766.84460134257,6.985501542652959,-1.1005758369795974e8,-55346.00327130712
3261,-0.2301,-0.6264,4.087871048714069e7,29521.8775718697,-17344.271254505464,4.2041771370958125,-9.908953583606291e7,-54002.66303868659
3262,-0.2137,-0.6169,3.795302126492986e7,30328.95549658041,-17064.237361963973,2.9513183324755743,-8.934670062830757e7,-54190.952134078536
3263,-0.1973,-0.6074,3.509341211761898e7,32077.025438620156,-16917.412004117887,2.434851693013376,-8.063896194437739e7,-56078.675805624116
3264,-0.1808,-0.5979,3.23187850106015e7,34888.905428774226,-16901.835689003605,2.379413965935162,-7.27096033644573e7,-59852.04935338389
3265,-0.1644,-0.5884,2.9637616247227717e7,38808.862453098176,-17040.38979537775,2.8399323292459044,-6.548866441600429e7,-65749.83768641614
3266,-0.1479,-0.5789,2.706260447122895e7,43771.805468700564,-17342.32558564513,4.140497163234403,-5.894685555422002e7,-73906.20600890378
3267,-0.1315,-0.5694,2.4619779365917314e7,49591.57423360956,-17842.095602602065,7.487498632600013,-5.313123618137087e7,-84492.66050182798
3268,-0.1151,-0.5599,2.2347494463488013e7,55974.66158031439,-18567.08107358853,16.54219795070198,-4.8058728260320194e7,-97597.48070279068
3269,-0.0986,-0.5504,2.0288862597959008e7,62558.28494118247,-19593.520324448837,45.02127045406725,-4.386706749411006e7,-113538.50127093619
3270,-0.0822,-0.541,1.8485185523150627e7,68963.69712640118,-21010.02655942216,146.7676271402918,-4.0688775685845226e7,-132756.31484552062
3271,-0.0658,-0.5315,1.6974171390356902e7,74850.46125246397,-23005.120481630944,562.5992743587301,-3.880556877947724e7,-156415.92252175385
3272,-0.0493,-0.522,1.5789037517515758e7,79957.62556221196,-25915.682465167025,2433.239876498104,-3.8638186217914864e7,-186917.79627396056
3273,-0.0329,-0.5125,1.495120179150241e7,84123.20393465318,-30351.087809457775,11261.28376777831,-4.054973992517067e7,-228801.20187914383
3274,-0.0164,-0.503,1.4454857415273242e7,87281.51425438306,-37743.34157912547,52578.657866808404,-4.556281650147918e7,-292252.16254590044
3275,0,-0.4935,1.42522458905084e7,89444.93913162102,-49679.400042696594,195906.1143009378,-5.416566639122696e7,-386414.7488069413
3276,0.0164,-0.484,1.4253888931204436e7,90679.88782781959,-58807.60096290046,318202.7614329771,-5.851377505653347e7,-448913.3465151584
