         1 -0.9040892706      -1.565928551       0.000000000     -0.6206375775     -0.2081062062E-14  0.4362267840E-13   0.000000000    
         2 -0.8509075483      -1.535224070       0.000000000     -0.5880419413      0.4283429610       1.235520825       0.000000000    
         3 -0.7977258278      -1.504519589       0.000000000     -0.5139819369      0.4617197583       1.769454980       0.000000000    
         4 -0.7445441054      -1.473815107       0.000000000     -0.4440280308      0.1227052976       1.648137399       0.000000000    
         5 -0.6913623831      -1.443110626       0.000000000     -0.4005516530     -0.2377790031       1.458563012       0.000000000    
         6 -0.6381806608      -1.412406144       0.000000000     -0.3737296962     -0.4305833064       1.521860410       0.000000000    
         7 -0.5849989403      -1.381701663       0.000000000     -0.3516848318     -0.5828086097       1.640039806       0.000000000    
         8 -0.5318172179      -1.350997182       0.000000000     -0.3373544454     -0.7632415274       1.606775948       0.000000000    
         9 -0.4786354956      -1.320292700       0.000000000     -0.3330524724     -0.8571274472       1.523127499       0.000000000    
        10 -0.4254537751      -1.289588219       0.000000000     -0.3330524174     -0.8905004491       1.503857789       0.000000000    
        11 -0.3722720527      -1.258883737       0.000000000     -0.3373540688      -1.009878346       1.464374246       0.000000000    
        12 -0.3190903304      -1.228179256       0.000000000     -0.3516838430      -1.128898960       1.324745514       0.000000000    
        13 -0.2659086099      -1.197474775       0.000000000     -0.3737281831      -1.102669223       1.133823132       0.000000000    
        14 -0.2127268875      -1.166770293       0.000000000     -0.4005498422      -1.144255547      0.9352013373       0.000000000    
        15 -0.1595451652      -1.136065812       0.000000000     -0.4440256485      -1.488663617      0.7178019460       0.000000000    
        16 -0.1063634429      -1.105361330       0.000000000     -0.5139782360      -1.763222384      0.4848668634       0.000000000    
        17 -0.5318172233E-01  -1.074656849       0.000000000     -0.5880366277      -1.284138284      0.2468049115       0.000000000    
        18   0.000000000      -1.043952368       0.000000000     -0.6206315168      0.6376698312E-12 -0.4329225921E-13   0.000000000    
        19  0.5318172233E-01  -1.013247886       0.000000000     -0.5880366277       1.284138284     -0.2468049115       0.000000000    
        20  0.1063634429     -0.9825434052       0.000000000     -0.5139782360       1.763222384     -0.4848668634       0.000000000    
        21  0.1595451652     -0.9518389235       0.000000000     -0.4440256485       1.488663617     -0.7178019460       0.000000000    
        22  0.2127268875     -0.9211344418       0.000000000     -0.4005498422       1.144255547     -0.9352013373       0.000000000    
        23  0.2659086099     -0.8904299601       0.000000000     -0.3737281831       1.102669223      -1.133823132       0.000000000    
        24  0.3190903304     -0.8597254794       0.000000000     -0.3516838430       1.128898960      -1.324745514       0.000000000    
        25  0.3722720527     -0.8290209977       0.000000000     -0.3373540688       1.009878346      -1.464374246       0.000000000    
        26  0.4254537751     -0.7983165160       0.000000000     -0.3330524174      0.8905004491      -1.503857789       0.000000000    
        27  0.4786354956     -0.7676120353       0.000000000     -0.3330524724      0.8571274472      -1.523127499       0.000000000    
        28  0.5318172179     -0.7369075536       0.000000000     -0.3373544454      0.7632415274      -1.606775948       0.000000000    
        29  0.5849989403     -0.7062030719       0.000000000     -0.3516848318      0.5828086097      -1.640039806       0.000000000    
        30  0.6381806608     -0.6754985913       0.000000000     -0.3737296962      0.4305833064      -1.521860410       0.000000000    
        31  0.6913623831     -0.6447941096       0.000000000     -0.4005516530      0.2377790031      -1.458563012       0.000000000    
        32  0.7445441054     -0.6140896278       0.000000000     -0.4440280308     -0.1227052976      -1.648137399       0.000000000    
        33  0.7977258278     -0.5833851461       0.000000000     -0.5139819369     -0.4617197583      -1.769454980       0.000000000    
        34  0.8509075483     -0.5526806655       0.000000000     -0.5880419413     -0.4283429610      -1.235520825       0.000000000    
        35  0.9040892706     -0.5219761838       0.000000000     -0.6206375775     -0.2895036092E-14  0.4155123149E-13   0.000000000    
        36 -0.9040892706      -1.504519588       0.000000000     -0.5880419247      0.8558205793      0.9887167619       0.000000000    
        37 -0.8509075483      -1.473815106       0.000000000     -0.4986598035      0.8874410481       1.537093648       0.000000000    
        38 -0.7977258278      -1.443110626       0.000000000     -0.4130110414      0.5318259144       1.453598290       0.000000000    
        39 -0.7445441054      -1.412406144       0.000000000     -0.3540180135      0.1304617269       1.313012788       0.000000000    
        40 -0.6913623831      -1.381701662       0.000000000     -0.3123303534     -0.1086774756       1.448762143       0.000000000    
        41 -0.6381806608      -1.350997180       0.000000000     -0.2751539927     -0.3157856765       1.669342614       0.000000000    
        42 -0.5849989403      -1.320292700       0.000000000     -0.2473950930     -0.6275639367       1.718639833       0.000000000    
        43 -0.5318172179      -1.289588218       0.000000000     -0.2365563917     -0.8866398492       1.660415202       0.000000000    
        44 -0.4786354956      -1.258883736       0.000000000     -0.2354593236     -0.9487026869       1.643200650       0.000000000    
        45 -0.4254537751      -1.228179256       0.000000000     -0.2365563755     -0.9946388509       1.598058879       0.000000000    
        46 -0.3722720527      -1.197474774       0.000000000     -0.2473948131      -1.174594139       1.402802708       0.000000000    
        47 -0.3190903304      -1.166770292       0.000000000     -0.2751532325      -1.287787137       1.108143566       0.000000000    
        48 -0.2659086099      -1.136065812       0.000000000     -0.3123291323      -1.200315126      0.8184925121       0.000000000    
        49 -0.2127268875      -1.105361330       0.000000000     -0.3540163907      -1.202322539      0.5435202489       0.000000000    
        50 -0.1595451652      -1.074656848       0.000000000     -0.4130086791      -1.524746011      0.2662246799       0.000000000    
        51 -0.1063634429      -1.043952367       0.000000000     -0.4986560222      -1.774852164      0.2686241266E-05   0.000000000    
        52 -0.5318172233E-01  -1.013247886       0.000000000     -0.5880364930      -1.284140074     -0.2468004892       0.000000000    
        53   0.000000000     -0.9825434042       0.000000000     -0.6354631876     -0.2954242612E-05 -0.4671978170       0.000000000    
        54  0.5318172233E-01 -0.9518389224       0.000000000     -0.6165080342       1.274374438     -0.6520228513       0.000000000    
        55  0.1063634429     -0.9211344418       0.000000000     -0.5549931343       1.723854616     -0.8152579408       0.000000000    
        56  0.1595451652     -0.8904299601       0.000000000     -0.4968507307       1.419641460     -0.9616307191       0.000000000    
        57  0.2127268875     -0.8597254784       0.000000000     -0.4635008247       1.050308056      -1.068689504       0.000000000    
        58  0.2659086099     -0.8290209967       0.000000000     -0.4451585366      0.9551914109      -1.142435719       0.000000000    
        59  0.3190903304     -0.7983165160       0.000000000     -0.4307542860      0.9321106254      -1.203701560       0.000000000    
        60  0.3722720527     -0.7676120343       0.000000000     -0.4212438200      0.8294670012      -1.238356089       0.000000000    
